,Page,Country,ORES_predicted_class,Region,Region Population mid-2018 (millions),Population mid-2018 (millions)
37705,Edgars Rinkēvičs,Latvia,Start,EUROPE,746,1.9
37706,Doris Blackburn,Australia,C,OCEANIA,41,24.1
37707,Vilius Šapoka,Lithuania,Stub,EUROPE,746,2.8
37708,Jean-Didace Médard Moussodia,Congo,Start,AFRICA,"1,284",5.4
37709,Liisa Hyssälä,Finland,Stub,EUROPE,746,5.5
37710,Udall family,United States,C,NORTHERN AMERICA,365,328
37711,Sansuma Khunggur Bwiswmuthiary,India,Stub,ASIA,"4,536","1,371.3"
37712,Isaac Herzog,Israel,GA,ASIA,"4,536",8.5
37713,Ulrick Chérubin,Canada,Start,NORTHERN AMERICA,365,37.2
37714,Siim Kallas,Estonia,C,EUROPE,746,1.3
37715,Mailis Reps,Estonia,C,EUROPE,746,1.3
37716,Mansour Haghighatpour,Iran,Stub,ASIA,"4,536",81.6
37717,Vali Dadashi,Iran,Stub,ASIA,"4,536",81.6
37719,Edith Klestil,Austria,Stub,EUROPE,746,8.8
37720,Matthias Platzeck,Germany,C,EUROPE,746,82.8
37721,Ahmed Radhi,Iraq,C,ASIA,"4,536",40.2
37722,United States Children's Bureau,United States,B,NORTHERN AMERICA,365,328
37723,Abid Sher Ali,Pakistan,Start,ASIA,"4,536",200.6
37724,Kevin Clarke (politician),Canada,C,NORTHERN AMERICA,365,37.2
37725,Roberto Scanagatti,Italy,Stub,EUROPE,746,60.6
37726,Gao Rou,China,Stub,ASIA,"4,536","1,393.8"
37727,Clemens Cornielje,Netherlands,Stub,EUROPE,746,17.2
37728,Châu Văn Tiếp,Vietnam,C,ASIA,"4,536",94.7
37729,Asilbek Jeenbekov,Kyrgyzstan,Stub,ASIA,"4,536",6.1
37730,André Fufuca,Brazil,Stub,LATIN AMERICA AND THE CARIBBEAN,649,209.4
37731,Edmund Bartlett,Jamaica,Stub,LATIN AMERICA AND THE CARIBBEAN,649,2.9
37733,Željko Komšić,Bosnia-Herzegovina,C,EUROPE,746,3.5
37734,Edmundo Novillo,Bolivia,Stub,LATIN AMERICA AND THE CARIBBEAN,649,11.3
37735,Nhiek Tioulong,Cambodia,Start,ASIA,"4,536",16
37736,Uri Bar-Ner,Israel,Stub,ASIA,"4,536",8.5
37737,Nora Astorga,Nicaragua,C,LATIN AMERICA AND THE CARIBBEAN,649,6.3
37738,Blessing Nwagba,Nigeria,Start,AFRICA,"1,284",195.9
37739,Annemarie Jorritsma,Netherlands,Start,EUROPE,746,17.2
37740,Maite Nkoana-Mashabane,South Africa,Start,AFRICA,"1,284",57.7
37741,Lindita Nikolla,Albania,Stub,EUROPE,746,2.9
37742,Gian Carlo Vacchelli,Peru,Stub,LATIN AMERICA AND THE CARIBBEAN,649,32.2
37743,Vadym Hetman,Ukraine,C,EUROPE,746,42.3
37744,Theresia Haidlmayr,Austria,Stub,EUROPE,746,8.8
37746,Michael O'Dwyer,United Kingdom,C,EUROPE,746,66.4
37747,Valentin Fortunov,Bulgaria,Start,EUROPE,746,7
37748,Valiollah Shojapourian,Iran,Stub,ASIA,"4,536",81.6
37749,Wang Yun (Yuan dynasty),China,Start,ASIA,"4,536","1,393.8"
37750,Fanfan Rwanyindo Kayirangwa,Rwanda,Start,AFRICA,"1,284",12.6
37751,Mohammad Bagher Ghalibaf,Iran,C,ASIA,"4,536",81.6
37752,Eduardo Brizuela del Moral,Argentina,Start,LATIN AMERICA AND THE CARIBBEAN,649,44.5
37753,Eduardo Catroga,Portugal,Stub,EUROPE,746,10.3
37754,Eduardo Duhalde,Argentina,FA,LATIN AMERICA AND THE CARIBBEAN,649,44.5
37755,Sakari Tuomioja,Finland,C,EUROPE,746,5.5
37756,President of Yemen,Yemen,Start,ASIA,"4,536",28.9
37757,Eduardo Espinoza,Peru,Stub,LATIN AMERICA AND THE CARIBBEAN,649,32.2
37758,Eduardo Ferreyros Kuppers,Peru,Stub,LATIN AMERICA AND THE CARIBBEAN,649,32.2
37759,Anna Haslam,Ireland,C,EUROPE,746,4.9
37760,Vasily Starodubtsev,Russia,Start,EUROPE,746,147.3
37762,List of heads of state of South Sudan,Sudan,Start,AFRICA,"1,284",41.7
37763,Vazgen Sargsyan,Armenia,FA,ASIA,"4,536",3
37764,Gerrit Ybema,Netherlands,Start,EUROPE,746,17.2
37765,Mahmoud Sadeghi,Iran,Stub,ASIA,"4,536",81.6
37766,Veerasamy Ringadoo,Mauritius,Stub,AFRICA,"1,284",1.3
37767,Eduardo Rodríguez Larreta,Uruguay,Stub,LATIN AMERICA AND THE CARIBBEAN,649,3.5
37768,Eduardo Salhuana,Peru,Stub,LATIN AMERICA AND THE CARIBBEAN,649,32.2
37770,Maurice Sarrail,France,FA,EUROPE,746,65.1
37771,Ecaterina Andronescu,Romania,B,EUROPE,746,19.5
37772,Vincenzo Vinciguerra,Italy,C,EUROPE,746,60.6
37773,María Cristina Arango Vega,Colombia,Start,LATIN AMERICA AND THE CARIBBEAN,649,49.8
37774,Clayton family,United States,Start,NORTHERN AMERICA,365,328
37775,Ronaldo Cunha Lima,Brazil,Start,LATIN AMERICA AND THE CARIBBEAN,649,209.4
37776,Ali Motahari,Iran,Start,ASIA,"4,536",81.6
37777,Rahmatollah Hafezi,Iran,Stub,ASIA,"4,536",81.6
37778,Vicente García González,Cuba,Stub,LATIN AMERICA AND THE CARIBBEAN,649,11.1
37780,Victor Goldbloom,Canada,Start,NORTHERN AMERICA,365,37.2
37781,Victor Ramahatra,Madagascar,Stub,AFRICA,"1,284",26.3
37782,Ehsan Ghazizadeh Hashemi,Iran,Stub,ASIA,"4,536",81.6
37783,Majid Farahani,Iran,Stub,ASIA,"4,536",81.6
37784,Victoria Kent,Spain,C,EUROPE,746,46.7
37785,Jason Rae,United States,C,NORTHERN AMERICA,365,328
37786,Érik Orsenna,France,Start,EUROPE,746,65.1
37788,Liv Aasen,Norway,Stub,EUROPE,746,5.3
37790,Jannette Beuving,Netherlands,Stub,EUROPE,746,17.2
37791,Yeh Chu-lan,Taiwan,Start,ASIA,"4,536",23.6
37792,Jani Toivola,Finland,Start,EUROPE,746,5.5
37793,Oras Tynkkynen,Finland,Start,EUROPE,746,5.5
37794,Pekka Haavisto,Finland,C,EUROPE,746,5.5
37795,Zhang Chunqiao,China,Start,ASIA,"4,536","1,393.8"
37796,Vijay Chand,Fiji,Stub,OCEANIA,41,0.9
37797,Amor De Cosmos,Canada,C,NORTHERN AMERICA,365,37.2
37798,Viktor Barannikov,Russia,Stub,EUROPE,746,147.3
37799,Viktor Gozhy,Russia,Stub,EUROPE,746,147.3
37800,Viktor Rashnikov,Russia,GA,EUROPE,746,147.3
37801,Óttarr Proppé,Iceland,Stub,EUROPE,746,0.4
37802,Juan Sánchez Ramírez,Dominican Republic,C,LATIN AMERICA AND THE CARIBBEAN,649,10.8
37803,Asanterabi Zephaniah Nsilo Swai,Tanzania,Start,AFRICA,"1,284",59.1
37804,Vincent Eri,Papua New Guinea,Start,OCEANIA,41,8.5
37805,Vincent Kwabena Damuah,Ghana,Start,AFRICA,"1,284",29.5
37806,Hong Jong-u,"Korea, South",Stub,ASIA,"4,536",51.8
37807,Violeta Chamorro,Nicaragua,FA,LATIN AMERICA AND THE CARIBBEAN,649,6.3
37808,Gheorghe Flutur,Romania,Start,EUROPE,746,19.5
37809,Virgil Trofin,Romania,B,EUROPE,746,19.5
37810,Jack Deveraux,United States,C,NORTHERN AMERICA,365,328
37811,Virginia Raggi,Italy,C,EUROPE,746,60.6
37812,Sahak Karapetyan,Armenia,Stub,ASIA,"4,536",3
37813,Hsu Ching-chung,Taiwan,Stub,ASIA,"4,536",23.6
37814,Thomas Francis Gilroy,Ireland,Start,EUROPE,746,4.9
37815,Ada Wells,New Zealand,C,OCEANIA,41,4.9
37816,Vitaly Fedorchuk,Russia,C,EUROPE,746,147.3
37817,Vitold Fokin,Ukraine,Start,EUROPE,746,42.3
37818,Vivian Bercovici,Canada,Stub,NORTHERN AMERICA,365,37.2
37819,Vivian Blake (politician),Jamaica,Start,LATIN AMERICA AND THE CARIBBEAN,649,2.9
37820,Viviana Díaz,Chile,Start,LATIN AMERICA AND THE CARIBBEAN,649,18.6
37821,Vladimir Ashurkov,Russia,Stub,EUROPE,746,147.3
37822,Vladimir Kvachkov,Russia,GA,EUROPE,746,147.3
37823,Vladimir Linderman,Latvia,Start,EUROPE,746,1.9
37824,Vlado Mirosevic,Chile,C,LATIN AMERICA AND THE CARIBBEAN,649,18.6
37825,Prince Gong,China,C,ASIA,"4,536","1,393.8"
37826,Volodymyr Groysman,Ukraine,GA,EUROPE,746,42.3
37827,Volodymyr Tsvil,Ukraine,C,EUROPE,746,42.3
37828,Mitzie Hunter,Canada,Start,NORTHERN AMERICA,365,37.2
37829,Vyacheslav Shtyrov,Russia,Stub,EUROPE,746,147.3
37830,Vítor Alves,Portugal,Start,EUROPE,746,10.3
37831,Văn Tiến Dũng,Vietnam,C,ASIA,"4,536",94.7
37832,"Edward FitzGerald, 7th Duke of Leinster",Ireland,C,EUROPE,746,4.9
37834,Julian Goldsmid,United Kingdom,C,EUROPE,746,66.4
37835,Linda Moore (businesswoman),United States,C,NORTHERN AMERICA,365,328
37836,Wajid Khan (Canadian politician),Canada,C,NORTHERN AMERICA,365,37.2
37837,Sheikh–Wazed family,Bangladesh,Start,ASIA,"4,536",166.4
37838,Waldemar Zboralski,Poland,Start,EUROPE,746,38.4
37839,Waleed Al-Tabtabaie,Kuwait,C,ASIA,"4,536",4.2
37840,Walid Jumblatt,Lebanon,C,ASIA,"4,536",6.1
37841,Edmund Dell,United Kingdom,C,EUROPE,746,66.4
37842,Christopher Chataway,United Kingdom,C,EUROPE,746,66.4
37843,Ana Teresa Aranda,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
37844,Bob Simpson (Canadian football),Canada,Start,NORTHERN AMERICA,365,37.2
37845,Bruce Millan,United Kingdom,Start,EUROPE,746,66.4
37846,Wang Sing-nan,Taiwan,Stub,ASIA,"4,536",23.6
37847,Wang Yong (politician),China,Stub,ASIA,"4,536","1,393.8"
37848,Mohammed Qubaty,Yemen,C,ASIA,"4,536",28.9
37849,Wang Yusuo,China,Stub,ASIA,"4,536","1,393.8"
37850,Isaías Samakuva,Angola,Start,AFRICA,"1,284",30.4
37851,Sao Kya Seng,Myanmar,Start,ASIA,"4,536",53.9
37852,Geulah Cohen,Israel,C,ASIA,"4,536",8.5
37853,Mambury Njie,Gambia,Start,AFRICA,"1,284",2.2
37854,Asha-Rose Migiro,Tanzania,C,AFRICA,"1,284",59.1
37855,Washington Beltrán Barbat,Uruguay,Stub,LATIN AMERICA AND THE CARIBBEAN,649,3.5
37856,Mahmoud Ahmadinejad and Israel,Iran,GA,ASIA,"4,536",81.6
37857,Nikolay Alekseyev,Russia,GA,EUROPE,746,147.3
37858,Lady Abdullah Haroon,Pakistan,Stub,ASIA,"4,536",200.6
37859,Wbaldino Acosta,Argentina,Start,LATIN AMERICA AND THE CARIBBEAN,649,44.5
37860,Gani Markan,Myanmar,Stub,ASIA,"4,536",53.9
37862,Edward Turay,Sierra Leone,C,AFRICA,"1,284",7.7
37863,Henri Lopès,Congo,C,AFRICA,"1,284",5.4
37864,Marco Gutierrez,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
37868,Carlos Bruce,Peru,Start,LATIN AMERICA AND THE CARIBBEAN,649,32.2
37869,Zoila Martínez,Dominican Republic,Stub,LATIN AMERICA AND THE CARIBBEAN,649,10.8
37870,Georges Sada,Iraq,Start,ASIA,"4,536",40.2
37871,Abdel Karim Konate,Mali,Stub,AFRICA,"1,284",19.4
37872,Ernst Wilhelm von Schlabrendorf,Germany,Stub,EUROPE,746,82.8
37873,Reginald Reynolds Amponsah,Ghana,Start,AFRICA,"1,284",29.5
37874,Bess Price,Australia,C,OCEANIA,41,24.1
37875,Abdelaziz Bouteflika,Algeria,C,AFRICA,"1,284",42.7
37876,Edwin Lacierda,Philippines,Start,ASIA,"4,536",107
37878,Edwin Stanton McCook,United States,Start,NORTHERN AMERICA,365,328
37879,Elisabeth Grossmann,Austria,Stub,EUROPE,746,8.8
37880,Vytautas Petrulis,Lithuania,Stub,EUROPE,746,2.8
37882,Larry McDonald,United States,C,NORTHERN AMERICA,365,328
37883,Eeles Landström,Finland,Start,EUROPE,746,5.5
37884,Eero Heinäluoma,Finland,Start,EUROPE,746,5.5
37885,Matthew Opoku Prempeh,Ghana,Start,AFRICA,"1,284",29.5
37886,Andrés Larroque,Argentina,Stub,LATIN AMERICA AND THE CARIBBEAN,649,44.5
37887,Mandé Sidibé,Mali,Start,AFRICA,"1,284",19.4
37888,Fidèle Moungar,Chad,C,AFRICA,"1,284",15.4
37889,Jean Alingué Bawoyeu,Chad,B,AFRICA,"1,284",15.4
37890,Carlos Zannini,Argentina,C,LATIN AMERICA AND THE CARIBBEAN,649,44.5
37891,Efigênia dos Santos Lima Clemente,Angola,Stub,AFRICA,"1,284",30.4
37892,Tupua Leupena,Tuvalu,Stub,OCEANIA,41,0.01
37894,Gazanfar Musabekov,Azerbaijan,Stub,ASIA,"4,536",9.9
37895,Fatmir Xhafaj,Albania,Start,EUROPE,746,2.9
37896,Sudanese Ambassador to the United States,Sudan,C,AFRICA,"1,284",41.7
37897,Stéphanie Pernod-Beaudon,France,Stub,EUROPE,746,65.1
37898,Aung Thu (minister),Myanmar,Stub,ASIA,"4,536",53.9
37899,Ignacy Hryniewiecki,Poland,C,EUROPE,746,38.4
37900,Salvatore Cuffaro,Italy,C,EUROPE,746,60.6
37901,Tiina Rosenberg,Sweden,Stub,EUROPE,746,10.2
37902,Sandar Win,Myanmar,Start,ASIA,"4,536",53.9
37903,Abdullah Habibi,Afghanistan,Start,ASIA,"4,536",36.5
37904,Abdulhakim Al-Tamimi,Saudi Arabia,Stub,ASIA,"4,536",33.4
37905,Bikram Singh Thekedar,India,Start,ASIA,"4,536","1,371.3"
37906,Angela Maria Guidi Cingolani,Italy,Stub,EUROPE,746,60.6
37907,Abdulla Maseeh Mohamed,Maldives,Start,ASIA,"4,536",0.4
37908,Octavian Bellu,Romania,C,EUROPE,746,19.5
37909,Agbéyomé Kodjo,Togo,C,AFRICA,"1,284",8
37910,Ehsan Jami,Netherlands,C,EUROPE,746,17.2
37911,Alfredo Rocco,Italy,Start,EUROPE,746,60.6
37912,Abdul Aziz bin Fahd,Saudi Arabia,C,ASIA,"4,536",33.4
37913,Abdul Wahid Soomro,Pakistan,Stub,ASIA,"4,536",200.6
37915,Eifan Saadoun Al Issawi,Iraq,C,ASIA,"4,536",40.2
37916,Adalberto Velasco,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
37918,Pearnel Charles,Jamaica,Stub,LATIN AMERICA AND THE CARIBBEAN,649,2.9
37919,Yvonne Timmerman-Buck,Netherlands,Stub,EUROPE,746,17.2
37920,Mohammed Ali al-Houthi,Yemen,Start,ASIA,"4,536",28.9
37921,Oskar Lafontaine,Germany,C,EUROPE,746,82.8
37922,Eiki Nestor,Estonia,Stub,EUROPE,746,1.3
37923,Richard Mofe-Damijo,Nigeria,C,AFRICA,"1,284",195.9
37924,Amirsham Abdul Aziz,Malaysia,Stub,ASIA,"4,536",32.5
37925,Kiran Haider,Pakistan,Stub,ASIA,"4,536",200.6
37926,Naseema Hafeez Panezai,Pakistan,Stub,ASIA,"4,536",200.6
37927,Nafeesa Inayatullah Khan Khattak,Pakistan,Stub,ASIA,"4,536",200.6
37928,Sajida Begum,Pakistan,Stub,ASIA,"4,536",200.6
37929,Begum Tahira Bukhari,Pakistan,Stub,ASIA,"4,536",200.6
37930,Aisha Syed (politician),Pakistan,Stub,ASIA,"4,536",200.6
37931,Zaib Jaffar,Pakistan,Stub,ASIA,"4,536",200.6
37932,Parveen Masood Bhatti,Pakistan,Stub,ASIA,"4,536",200.6
37933,Kiran Imran Dar,Pakistan,Stub,ASIA,"4,536",200.6
37934,Shaista Pervaiz,Pakistan,Stub,ASIA,"4,536",200.6
37935,Nighat Parveen,Pakistan,Stub,ASIA,"4,536",200.6
37936,Begum Majeeda Wyne,Pakistan,Stub,ASIA,"4,536",200.6
37937,Khalida Mansoor,Pakistan,Stub,ASIA,"4,536",200.6
37938,Asyia Naz Tanoli,Pakistan,Stub,ASIA,"4,536",200.6
37939,Rida Khan,Pakistan,Stub,ASIA,"4,536",200.6
37940,Seema Mohiuddin Jameeli,Pakistan,Stub,ASIA,"4,536",200.6
37941,Shahnaz Saleem Malik,Pakistan,Stub,ASIA,"4,536",200.6
37942,Leila Khan,Pakistan,Stub,ASIA,"4,536",200.6
37943,Surriya Asghar,Pakistan,Stub,ASIA,"4,536",200.6
37944,Shahzadi Umerzadi Tiwana,Pakistan,Stub,ASIA,"4,536",200.6
37945,Maiza Hameed,Pakistan,Stub,ASIA,"4,536",200.6
37946,Farhana Qamar,Pakistan,Stub,ASIA,"4,536",200.6
37947,Shaheen Shafiq,Pakistan,Stub,ASIA,"4,536",200.6
37948,Iffat Liaqat,Pakistan,Stub,ASIA,"4,536",200.6
37949,Abdul Ghani Talpur,Pakistan,Stub,ASIA,"4,536",200.6
37950,Romina Khurshid Alam,Pakistan,Stub,ASIA,"4,536",200.6
37951,Zuhra Wadood Fatmi,Pakistan,Stub,ASIA,"4,536",200.6
37952,Asma Mamdot,Pakistan,Stub,ASIA,"4,536",200.6
37953,Sabiha Nazir,Pakistan,Stub,ASIA,"4,536",200.6
37954,Ammara Khan,Pakistan,Stub,ASIA,"4,536",200.6
37955,Phyllis Azeem,Pakistan,Stub,ASIA,"4,536",200.6
37956,Shaza Fatima Khawaja,Pakistan,Stub,ASIA,"4,536",200.6
37957,Shakila Luqman,Pakistan,Stub,ASIA,"4,536",200.6
37958,Munaza Hassan,Pakistan,Stub,ASIA,"4,536",200.6
37959,Belum Hasnain,Pakistan,Stub,ASIA,"4,536",200.6
37960,Suraiya Jatoi,Pakistan,Stub,ASIA,"4,536",200.6
37961,Shagufta Jumani,Pakistan,Stub,ASIA,"4,536",200.6
37962,Mahreen Razaque Bhutto,Pakistan,Stub,ASIA,"4,536",200.6
37963,Shazia Sobia,Pakistan,Stub,ASIA,"4,536",200.6
37964,Shahida Rehmani,Pakistan,Stub,ASIA,"4,536",200.6
37965,Musarat Rafique Mahesar,Pakistan,Stub,ASIA,"4,536",200.6
37966,Kishwer Zehra,Pakistan,Stub,ASIA,"4,536",200.6
37967,Fouzia Hameed,Pakistan,Stub,ASIA,"4,536",200.6
37968,Saman Sultana Jaffri,Pakistan,Stub,ASIA,"4,536",200.6
37969,Nikhat Shakeel Khan,Pakistan,Stub,ASIA,"4,536",200.6
37970,Maryna Poroshenko,Ukraine,Start,EUROPE,746,42.3
37971,Reeta Ishwar,Pakistan,Stub,ASIA,"4,536",200.6
37972,Shahjehan (politician),Pakistan,Stub,ASIA,"4,536",200.6
37973,Abdul Haq (politician),Pakistan,Stub,ASIA,"4,536",200.6
37974,Shamasunnisa,Pakistan,Stub,ASIA,"4,536",200.6
37975,Shazia Mubashar,Pakistan,Stub,ASIA,"4,536",200.6
37976,Shizra Mansab Ali Khan,Pakistan,Stub,ASIA,"4,536",200.6
37977,Abdul Kadir Gillani,Pakistan,Stub,ASIA,"4,536",200.6
37978,Zil-e-Huma (politician),Pakistan,Stub,ASIA,"4,536",200.6
37979,Alizeh Iqbal Haider,Pakistan,Stub,ASIA,"4,536",200.6
37980,Tahira Asif,Pakistan,Start,ASIA,"4,536",200.6
37981,Abdul Maalik Wazir,Pakistan,Stub,ASIA,"4,536",200.6
37982,Abdul Qayyum Khan Jatoi,Pakistan,Stub,ASIA,"4,536",200.6
37983,Einar Kristinn Guðfinnsson,Iceland,Stub,EUROPE,746,0.4
37984,Abdulaziz bin Mohammed bin Ayyaf Al Muqrin,Saudi Arabia,Stub,ASIA,"4,536",33.4
37985,Abdulaziz bin Saud Al Saud,Saudi Arabia,Stub,ASIA,"4,536",33.4
37986,Eino Uusitalo,Finland,Start,EUROPE,746,5.5
37987,Mircea Ionescu-Quintus,Romania,Stub,EUROPE,746,19.5
37988,Abdullatif bin Abdulmalik Al Shaikh,Saudi Arabia,Stub,ASIA,"4,536",33.4
37989,José Basco y Vargas,Spain,Start,EUROPE,746,46.7
37990,Bérangère Abba,France,Stub,EUROPE,746,65.1
37991,Monarchism in Canada,Canada,FA,NORTHERN AMERICA,365,37.2
37992,Abdel Khalek Sarwat Pasha,Egypt,Stub,AFRICA,"1,284",97
37993,Adly Yakan Pasha,Egypt,Stub,AFRICA,"1,284",97
37994,Hussein Roshdy Pasha,Egypt,Stub,AFRICA,"1,284",97
37995,Political families of Bihar,India,Start,ASIA,"4,536","1,371.3"
37996,Marcus Thrane,Norway,C,EUROPE,746,5.3
37997,Ekaterina Mihaylova,Bulgaria,Start,EUROPE,746,7
37998,Ekin Deligöz,Germany,Start,EUROPE,746,82.8
37999,Atiqa Odho,Pakistan,Start,ASIA,"4,536",200.6
38000,Ekkayuth Anchanbutr,Thailand,Start,ASIA,"4,536",66.2
38001,Wilfried Martens,Belgium,C,EUROPE,746,11.4
38002,Wilhelm Gustloff,Germany,Start,EUROPE,746,82.8
38003,Uri Orbach,Israel,Start,ASIA,"4,536",8.5
38004,Father Samuel,Belgium,Start,EUROPE,746,11.4
38005,Alick McCallum,Australia,Stub,OCEANIA,41,24.1
38006,Abolfazl Bazargan,Iran,Stub,ASIA,"4,536",81.6
38007,Abolfazl Soroush,Iran,Stub,ASIA,"4,536",81.6
38008,Abolghasem Sarhaddizadeh,Iran,Stub,ASIA,"4,536",81.6
38009,Abolhassan Khamoushi,Iran,Stub,ASIA,"4,536",81.6
38010,Nguyễn Văn Lộc,Vietnam,Stub,ASIA,"4,536",94.7
38011,Willem Eduard Bok,South Africa,Start,AFRICA,"1,284",57.7
38012,Jins Shamsuddin,Malaysia,C,ASIA,"4,536",32.5
38013,João Corvelo,Portugal,Stub,EUROPE,746,10.3
38014,Danladi Abdullahi Sankara,Nigeria,Start,AFRICA,"1,284",195.9
38015,William Bulger,United States,C,NORTHERN AMERICA,365,328
38016,Bingu wa Mutharika,Malawi,C,AFRICA,"1,284",19.1
38017,Malik Ibrar Ahmed,Pakistan,Stub,ASIA,"4,536",200.6
38018,Malik Ihtebar Khan,Pakistan,Stub,ASIA,"4,536",200.6
38019,Ewald Latacz,Poland,Start,EUROPE,746,38.4
38020,Haren Pandya,India,C,ASIA,"4,536","1,371.3"
38021,Ann Bressington,Australia,C,OCEANIA,41,24.1
38022,Muhammad Zain Elahi,Pakistan,Stub,ASIA,"4,536",200.6
38023,David Rizzio,Italy,C,EUROPE,746,60.6
38024,William H. Frankhauser,United States,Start,NORTHERN AMERICA,365,328
38025,William H. Lash,United States,Stub,NORTHERN AMERICA,365,328
38026,Nawabzada Raja Matloob Mehdi,Pakistan,Stub,ASIA,"4,536",200.6
38027,William J. Henderson,United States,Stub,NORTHERN AMERICA,365,328
38028,Tan Chai Ho,Malaysia,Start,ASIA,"4,536",32.5
38029,Carlos Carvalhas,Portugal,Start,EUROPE,746,10.3
38030,Chaudhry Hamid Hameed,Pakistan,Stub,ASIA,"4,536",200.6
38031,Bakhodir Khan Turkistan,Uzbekistan,Start,ASIA,"4,536",32.9
38032,Rasoherina,Madagascar,C,AFRICA,"1,284",26.3
38033,William O'Dwyer,Ireland,C,EUROPE,746,4.9
38034,Kateryna Yushchenko,Ukraine,C,EUROPE,746,42.3
38035,William Peyton Hubbard,Canada,B,NORTHERN AMERICA,365,37.2
38036,William Scott Fell,Australia,Stub,OCEANIA,41,24.1
38037,Drastamat Kanayan,Armenia,C,ASIA,"4,536",3
38038,William Tobias,Canada,Stub,NORTHERN AMERICA,365,37.2
38039,Adamir Jerković,Bosnia-Herzegovina,C,EUROPE,746,3.5
38040,Balach Marri,Pakistan,Stub,ASIA,"4,536",200.6
38041,Mohammad-Javad Bahonar,Iran,C,ASIA,"4,536",81.6
38042,Ali Akbar Parvaresh,Iran,Stub,ASIA,"4,536",81.6
38043,Shah Abdul Hamid,Bangladesh,Start,ASIA,"4,536",166.4
38044,Jalaleddin Farsi,Iran,Stub,ASIA,"4,536",81.6
38045,Ali Meshkini,Iran,C,ASIA,"4,536",81.6
38046,Nicolae Mișu (tennis),Romania,Stub,EUROPE,746,19.5
38047,Sarojini Yogeswaran,Sri Lanka,Stub,ASIA,"4,536",21.7
38048,Klaus Lederer,Germany,Stub,EUROPE,746,82.8
38050,Paolo Pillitteri,France,Stub,EUROPE,746,65.1
38051,Ali Antsukhski,Azerbaijan,Stub,ASIA,"4,536",9.9
38052,Joséphine Ouédraogo,Burkina Faso,C,AFRICA,"1,284",20.3
38053,Andrej Benedejčič,Slovenia,Start,EUROPE,746,2.1
38054,Ademir da Guia,Brazil,Start,LATIN AMERICA AND THE CARIBBEAN,649,209.4
38055,Witold Hensel,Poland,Stub,EUROPE,746,38.4
38056,Wolfgang Dourado,Tanzania,Stub,AFRICA,"1,284",59.1
38057,Wolfgang Schulhoff,Germany,Stub,EUROPE,746,82.8
38059,Jasen Mesić,Croatia,Stub,EUROPE,746,4.1
38060,Adolphe Le Flô,France,Start,EUROPE,746,65.1
38061,Women in the Black Panther Party,United States,Start,NORTHERN AMERICA,365,328
38063,Pierre Edmond Teisserenc de Bort,France,Start,EUROPE,746,65.1
38064,Sjoerd Potters,Netherlands,Stub,EUROPE,746,17.2
38066,Jean-Philbert Nsengimana,Rwanda,Start,AFRICA,"1,284",12.6
38067,Wahengbam Nipamacha Singh,India,Stub,ASIA,"4,536","1,371.3"
38068,Byron M. Cutcheon,United States,C,NORTHERN AMERICA,365,328
38069,Horatio Collins King,United States,Start,NORTHERN AMERICA,365,328
38070,Elaine Nile,Australia,C,OCEANIA,41,24.1
38071,Jassim bin Mohammed Al Thani,Qatar,GA,ASIA,"4,536",2.7
38072,Władysław Anders,Poland,C,EUROPE,746,38.4
38073,Francis Kaboneka,Rwanda,Start,AFRICA,"1,284",12.6
38074,Gérardine Mukeshimana,Rwanda,Start,AFRICA,"1,284",12.6
38075,Louise Mushikiwabo,Rwanda,C,AFRICA,"1,284",12.6
38076,Wu Yajun,China,Start,ASIA,"4,536","1,393.8"
38077,Wu Yi,China,C,ASIA,"4,536","1,393.8"
38078,K. Somaprasad,India,Stub,ASIA,"4,536","1,371.3"
38079,Johnston Busingye,Rwanda,Start,AFRICA,"1,284",12.6
38080,Diane Gashumba,Rwanda,Start,AFRICA,"1,284",12.6
38081,Judith Uwizeye,Rwanda,Start,AFRICA,"1,284",12.6
38082,Marie-Solange Kayisire,Rwanda,Stub,AFRICA,"1,284",12.6
38084,Dinesh Nandan Sahay,India,Stub,ASIA,"4,536","1,371.3"
38085,Elbrus Tedeyev,Ukraine,Start,EUROPE,746,42.3
38086,Elchin Afandiyev,Azerbaijan,Start,ASIA,"4,536",9.9
38087,John Brown Russwurm,Liberia,C,AFRICA,"1,284",4.9
38088,Josef van Schaik,Netherlands,Start,EUROPE,746,17.2
38089,Xu Caihou,China,GA,ASIA,"4,536","1,393.8"
38090,Xu Youyu,China,Start,ASIA,"4,536","1,393.8"
38091,Anwarul Karim Chowdhury,Bangladesh,Start,ASIA,"4,536",166.4
38092,Til Gardeniers-Berendsen,Netherlands,Stub,EUROPE,746,17.2
38093,Yacouba Isaac Zida,Burkina Faso,C,AFRICA,"1,284",20.3
38094,Yahya Ould Ahmed El Waghef,Mauritania,C,AFRICA,"1,284",4.5
38095,Shawkat Ali (politician),Bangladesh,B,ASIA,"4,536",166.4
38097,Rabina Khan,United Kingdom,GA,EUROPE,746,66.4
38098,Yamanashi Hanzō,"Korea, South",C,ASIA,"4,536",51.8
38099,Yang Xianzhen,China,Stub,ASIA,"4,536","1,393.8"
